country,designation,points,price,price_GBP
Chile,1865 Single Vineyard,88,18.0,21.599999999999998
Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,17.0,20.4
Chile,Duette Premium,86,18.0,21.599999999999998
Chile,Reserva Estate Bottled,86,15.0,18.0
Chile,Limited Reserve Barrel Aged,86,18.0,21.599999999999998
Chile,Reserva,86,14.0,16.8
Chile,Lot 225,88,12.0,14.399999999999999
Chile,Reserva,82,13.0,15.6
Chile,Reserva,81,13.0,15.6
Chile,Aliwen Reserva,86,13.0,15.6
Chile,Sophia Gran Reserva,86,15.0,18.0
Chile,Selección del Directorio Gran Reserva Cool Coastal Vineyard,86,10.0,12.0
Chile,Medalla Real Gran Reserva,90,20.0,24.0
Chile,Reserva,88,14.0,16.8
Chile,Edición Limitada,88,21.0,25.2
Chile,Edición Limitada,81,22.0,26.4
Chile,,81,10.0,12.0
Chile,,81,12.0,14.399999999999999
Chile,Natura,80,11.0,13.2
Chile,Amalia,85,50.0,60.0
Chile,Los Vascos,84,14.0,16.8
Chile,,84,10.0,12.0
Chile,Le Rosé,85,21.0,25.2
Chile,,85,8.0,9.6
Chile,120 Reserva Especial,85,8.0,9.6
Chile,,85,11.0,13.2
Chile,La Joya Gran Reserva,86,11.0,13.2
Chile,Reserva,86,13.0,15.6
Chile,Reserva,86,12.0,14.399999999999999
Chile,Alpha,86,25.0,30.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,,85,19.0,22.8
Chile,Reserva Espiritu de Los Andes Estate Bottled,85,10.0,12.0
Chile,Tama Vineyard Selection,85,15.0,18.0
Chile,Enco Reserve,85,14.0,16.8
Chile,Vieilles Vignes,85,20.0,24.0
Chile,Reserva,84,10.0,12.0
Chile,,84,23.0,27.599999999999998
Chile,Family Vintage,84,18.0,21.599999999999998
Chile,Single Vineyard Falaris Hill,84,22.0,26.4
Chile,Limited Release,84,25.0,30.0
Chile,,84,12.0,14.399999999999999
Chile,Alwa,88,37.0,44.4
Chile,Classic Series,87,12.0,14.399999999999999
Chile,,87,9.0,10.799999999999999
Chile,Winemaker's Selection Single Vineyard,87,20.0,24.0
Chile,Unwooded,81,9.0,10.799999999999999
Chile,Un-Oaked,80,7.0,8.4
Chile,,80,6.0,7.199999999999999
Chile,,83,10.0,12.0
Chile,,83,9.0,10.799999999999999
Chile,,83,9.0,10.799999999999999
Chile,Estate Bottled Un-oaked,83,7.0,8.4
Chile,Reserva,83,9.0,10.799999999999999
Chile,Reserva,83,12.0,14.399999999999999
Chile,T.H. West Limarí,82,20.0,24.0
Chile,Reserva Unoaked,82,11.0,13.2
Chile,,82,24.0,28.799999999999997
Chile,Reserva Especial,88,23.0,27.599999999999998
Chile,,88,16.0,19.2
Chile,Family Reserva,88,18.0,21.599999999999998
Chile,Canto de Apalta,92,22.0,26.4
Chile,Franco,92,85.0,102.0
Chile,Los Vascos Reserve,87,20.0,24.0
Chile,Secreto,87,14.0,16.8
Chile,Secreto,87,14.0,16.8
Chile,The Big Green Box,82,20.0,24.0
Chile,Clava Coastal Reserve,86,15.0,18.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Sepia Reserva,86,10.0,12.0
Chile,Ñeque,90,50.0,60.0
Chile,,90,20.0,24.0
Chile,Royale Los Lingues Vineyard,90,26.0,31.2
Chile,Reserva de Familia,90,20.0,24.0
Chile,Aliara,91,40.0,48.0
Chile,Luis Pereira,91,150.0,180.0
Chile,T.H. Terroir Hunter,91,25.0,30.0
Chile,Crucero,83,10.0,12.0
Chile,,83,10.0,12.0
Chile,,82,9.0,10.799999999999999
Chile,,82,13.0,15.6
Chile,Bayo Oscuro,90,34.0,40.8
Chile,Single Vineyard Garuma,90,18.0,21.599999999999998
Chile,Reserva,86,12.0,14.399999999999999
Chile,Limited Edition,88,20.0,24.0
Chile,Aconcagua Costa Single Vineyard,88,,
Chile,Single Vineyard Max Reserva Estates,88,20.0,24.0
Chile,First Edition,88,18.0,21.599999999999998
Chile,Enki Carmenère-Carignan,88,30.0,36.0
Chile,Gran Reserva,90,15.0,18.0
Chile,Limited Edition,90,22.0,26.4
Chile,Single Vineyard,89,17.0,20.4
Chile,Wild Ferment,89,28.0,33.6
Chile,1865 Single Vineyard,89,19.0,22.8
Chile,Reserva de Familia,89,20.0,24.0
Chile,Grand Reserve,89,21.0,25.2
Chile,,80,7.0,8.4
Chile,Block g+i,92,40.0,48.0
Chile,Sibaris Reserva Especial,87,17.0,20.4
Chile,Medalla Real Special Reserve,87,17.0,20.4
Chile,Reserva,87,12.0,14.399999999999999
Chile,,87,12.0,14.399999999999999
Chile,Reserve,88,9.0,10.799999999999999
Chile,Reserva de Familia,88,18.0,21.599999999999998
Chile,Casa La Joya Reserve,88,11.0,13.2
Chile,Gran Reserva,88,16.0,19.2
Chile,Reserva,88,16.0,19.2
Chile,,88,20.0,24.0
Chile,Antu,88,19.0,22.8
Chile,Collection San Jose Apalta,90,30.0,36.0
Chile,Santa Digna Reserva,85,14.0,16.8
Chile,Reserva,86,11.0,13.2
Chile,Reserva,86,14.0,16.8
Chile,Reserva el Algarrobo,85,12.0,14.399999999999999
Chile,Reina Ana,85,12.0,14.399999999999999
Chile,,85,11.0,13.2
Chile,,85,35.0,42.0
Chile,,85,10.0,12.0
Chile,Reserva Estate Bottled,85,10.0,12.0
Chile,Casillero del Diablo Reserva,85,11.0,13.2
Chile,Catalina,90,50.0,60.0
Chile,Amplus One,90,24.0,28.799999999999997
Chile,Quiron,90,30.0,36.0
Chile,Casillero del Diablo Reserva,88,11.0,13.2
Chile,Viejas Tinajas,88,25.0,30.0
Chile,Escalera,91,49.0,58.8
Chile,Limited Edition,91,40.0,48.0
Chile,Ninquén Mountain Vineyard,91,34.0,40.8
Chile,Alcance,90,15.0,18.0
Chile,Nimbus Estate,90,18.0,21.599999999999998
Chile,,88,25.0,30.0
Chile,Gran Reserva,88,13.0,15.6
Chile,Memorias,87,28.0,33.6
Chile,Gran Reserva de Los Andes Estate Bottled,87,15.0,18.0
Chile,Costero Extra Brut,87,19.0,22.8
Chile,Clos Apalta,94,75.0,90.0
Chile,Viu 1,93,65.0,78.0
Chile,Tribute,86,17.0,20.4
Chile,Alpha,87,24.0,28.799999999999997
Chile,Classic Series,87,12.0,14.399999999999999
Chile,Cenit,87,,
Chile,,85,9.0,10.799999999999999
Chile,,84,12.0,14.399999999999999
Chile,Casillero del Diablo Reserve,84,12.0,14.399999999999999
Chile,Xplorador,84,8.0,9.6
Chile,Anka,91,22.0,26.4
Chile,B,85,39.0,46.8
Chile,Gran Aracauno,85,35.0,42.0
Chile,Gran Reserva,85,15.0,18.0
Chile,Pedriscal Vineyard Reserva,85,23.0,27.599999999999998
Chile,Reserva,85,10.0,12.0
Chile,Ventura Reserve,85,16.0,19.2
Chile,Don Feli,85,12.0,14.399999999999999
Chile,Reserva de Familia,89,20.0,24.0
Chile,Altazor,91,70.0,84.0
Chile,Quatro,90,15.0,18.0
Chile,T.H.,89,17.0,20.4
Chile,Grey Glacier Single Block,90,20.0,24.0
Chile,Block Selection Tinga Reserve,84,12.0,14.399999999999999
Chile,Supertuga,84,20.0,24.0
Chile,,84,13.0,15.6
Chile,Reserva,84,13.0,15.6
Chile,Reserva Casillero del Diablo,84,11.0,13.2
Chile,Select Terroir,84,10.0,12.0
Chile,Viña Macatero Estate,84,11.0,13.2
Chile,,89,18.0,21.599999999999998
Chile,Medalla Real Gran Reserva,89,20.0,24.0
Chile,Los Vascos Grande Reserve,89,20.0,24.0
Chile,Reserva,83,12.0,14.399999999999999
Chile,T.H. Terroir Hunter,91,26.0,31.2
Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,89,40.0,48.0
Chile,Santa Digna Reserva,87,14.0,16.8
Chile,La Joya Gran Reserva,87,15.0,18.0
Chile,Potro de Piedra Family Reserve Single Vineyard,87,30.0,36.0
Chile,Limited Edition,91,40.0,48.0
Chile,Altazor,91,70.0,84.0
Chile,EQ,91,40.0,48.0
Chile,Casillero del Diablo Reserva Privada,87,18.0,21.599999999999998
Chile,La Joya Gran Reserva Winemaker's Red Blend,91,15.0,18.0
Chile,Crucero Reserva,83,10.0,12.0
Chile,Secreto,83,14.0,16.8
Chile,Reserva,82,15.0,18.0
Chile,Reserva,82,9.0,10.799999999999999
Chile,,82,8.0,9.6
Chile,Reserva,87,10.0,12.0
Chile,Tributo,87,20.0,24.0
Chile,Alpha,88,25.0,30.0
Chile,Reserva Privada,88,15.0,18.0
Chile,Cot Limited Edition,88,20.0,24.0
Chile,,88,19.0,22.8
Chile,Sibaris Reserva Especial,88,16.0,19.2
Chile,Private Edition,88,22.0,26.4
Chile,Reserva,88,17.0,20.4
Chile,,88,13.0,15.6
Chile,Tributo Single Vineyard Block #Algarrobo,88,16.0,19.2
Chile,Sideral,91,30.0,36.0
Chile,Floresta Alto,91,45.0,54.0
Chile,Sibaris Reserva Especial,85,17.0,20.4
Chile,Reserva,85,12.0,14.399999999999999
Chile,Reserva,84,13.0,15.6
Chile,Sabino,84,24.0,28.799999999999997
Chile,Cefiro Reserva,84,12.0,14.399999999999999
Chile,Magia Negra Ensamblaje,90,69.0,82.8
Chile,Reserve,80,10.0,12.0
Chile,Cefiro Reserva Syrah,87,12.0,14.399999999999999
Chile,Edición Limitada,87,22.0,26.4
Chile,Tributo Single Vineyard,87,20.0,24.0
Chile,Rivalta,89,84.0,100.8
Chile,Estate Selection,85,11.0,13.2
Chile,Reserva,86,13.0,15.6
Chile,Gran Reserva,85,16.0,19.2
Chile,Leyenda,93,85.0,102.0
Chile,Medalla Real Gran Reserva,87,18.0,21.599999999999998
Chile,Visión Block: 68 Old Vine Single Vineyard,85,15.0,18.0
Chile,Reserva,85,11.0,13.2
Chile,,85,11.0,13.2
Chile,Marques de Casa Concha,88,26.0,31.2
Chile,Aliwen Reserva,88,13.0,15.6
Chile,Queulat Gran Reserva Single Vineyard,88,18.0,21.599999999999998
Chile,Limited Edition,85,16.0,19.2
Chile,Reserva,85,12.0,14.399999999999999
Chile,Natura,85,12.0,14.399999999999999
Chile,Lien,87,20.0,24.0
Chile,Single Vineyard,87,18.0,21.599999999999998
Chile,Family Reserva,87,17.0,20.4
Chile,Puerto Viejo Reserve,87,10.0,12.0
Chile,Lazuli,90,24.0,28.799999999999997
Chile,Marques de Casa Concha,90,22.0,26.4
Chile,Aconcagua Costa,90,25.0,30.0
Chile,Serie Riberas Gran Reserva Ribera del Tinguiririca,87,17.0,20.4
Chile,Tupu Edicion Limitada,90,18.0,21.599999999999998
Chile,Brut,83,12.0,14.399999999999999
Chile,Reserva,86,14.0,16.8
Chile,Reserva,86,13.0,15.6
Chile,Gran Reserva Maipo Alto,86,15.0,18.0
Chile,Coastal Cool Climate Estate Bottled,89,17.0,20.4
Chile,Manso de Velasco,90,60.0,72.0
Chile,Hacienda Araucano Alka,90,50.0,60.0
Chile,Natura,86,11.0,13.2
Chile,Sepia Reserva,86,10.0,12.0
Chile,Wetland Winemaker's Selection,86,8.0,9.6
Chile,Reserva,86,13.0,15.6
Chile,Lot 21,86,35.0,42.0
Chile,,86,15.0,18.0
Chile,El Caballero,87,12.0,14.399999999999999
Chile,Zardoz,87,,
Chile,Medalla Real Gran Reserva,88,20.0,24.0
Chile,Gran Terroir Estate Grown La Huella Vineyard,88,18.0,21.599999999999998
Chile,Los Lingues Vineyard,88,20.0,24.0
Chile,Toro de Piedra Gran Reserva Single Vineyard,87,15.0,18.0
Chile,Sideral,89,25.0,30.0
Chile,Max Reserva,89,20.0,24.0
Chile,Kuyen,90,40.0,48.0
Chile,,89,20.0,24.0
Chile,Reserva,85,13.0,15.6
Chile,Gran Reserva,85,16.0,19.2
Chile,Armador,85,12.0,14.399999999999999
Chile,Armador,85,12.0,14.399999999999999
Chile,Ultima Reserve,85,10.0,12.0
Chile,Bio-Sur,85,14.0,16.8
Chile,Barrel Select 60/40,84,13.0,15.6
Chile,,83,15.0,18.0
Chile,1912 Vines,83,20.0,24.0
Chile,Brut,83,15.0,18.0
Chile,Momentos Reserve,83,11.0,13.2
Chile,,83,9.0,10.799999999999999
Chile,,83,9.0,10.799999999999999
Chile,,83,7.0,8.4
Chile,Reserva,83,12.0,14.399999999999999
Chile,Pargua II,83,20.0,24.0
Chile,120,83,8.0,9.6
Chile,Gran Reserva,88,17.0,20.4
Chile,,86,12.0,14.399999999999999
Chile,Alfa Centauri,86,32.0,38.4
Chile,,86,30.0,36.0
Chile,Reserva,86,13.0,15.6
Chile,Vitral,84,12.0,14.399999999999999
Chile,,83,20.0,24.0
Chile,,83,11.0,13.2
Chile,Sibaris Reserva Especial,84,17.0,20.4
Chile,Estate Bottled,84,10.0,12.0
Chile,Taita Wisdom in Wine Marchigue Vineyard,91,300.0,360.0
Chile,Hacienda Araucano Reserva,85,13.0,15.6
Chile,El Delirio,85,9.0,10.799999999999999
Chile,,85,7.0,8.4
Chile,Eclat,86,25.0,30.0
Chile,Grande Reserve,90,18.0,21.599999999999998
Chile,Ecos de Rulo Single Vineyard,87,20.0,24.0
Chile,El Conde Gran Reserva,85,18.0,21.599999999999998
Chile,,85,10.0,12.0
Chile,Reserva Estate Bottled,85,10.0,12.0
Chile,Reserva,84,12.0,14.399999999999999
Chile,,84,10.0,12.0
Chile,Victoria Reserve,84,12.0,14.399999999999999
Chile,Reserva,84,13.0,15.6
Chile,Kai,89,235.0,282.0
Chile,Q,87,20.0,24.0
Chile,La Joya Gran Reserva,87,14.0,16.8
Chile,Single Vineyard,90,25.0,30.0
Chile,Pangea Apalta Vineyard,89,,
Chile,Petirrojo Reserva Estate Grown,85,9.0,10.799999999999999
Chile,Coastal Cool Climate,85,16.0,19.2
Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.399999999999999
Chile,Natura,85,12.0,14.399999999999999
Chile,Natura,85,11.0,13.2
Chile,Reserva de Familia,84,35.0,42.0
Chile,Estate Bottled - Prima Reserva,84,10.0,12.0
Chile,,84,9.0,10.799999999999999
Chile,,84,8.0,9.6
Chile,35 South Land of Passion and Fantasy,84,8.0,9.6
Chile,Estate Bottled Reserve,84,12.0,14.399999999999999
Chile,Reserva,84,12.0,14.399999999999999
Chile,,84,11.0,13.2
Chile,Estate Bottled,84,6.0,7.199999999999999
Chile,,84,10.0,12.0
Chile,,84,9.0,10.799999999999999
Chile,,84,15.0,18.0
Chile,Gran Reserva Triumpheros,88,19.0,22.8
Chile,Los Vascos Grande Reserve,89,20.0,24.0
Chile,Gran Toqui,89,30.0,36.0
Chile,Novas Gran Reserva Made with Organically Grown Grapes,88,16.0,19.2
Chile,Bayo Oscuro,92,38.0,45.6
Chile,Hacienda Araucano,86,14.0,16.8
Chile,Escudo Rojo,85,15.0,18.0
Chile,Supertuga Block,84,30.0,36.0
Chile,Twelvestone,84,10.0,12.0
Chile,Reserva,84,20.0,24.0
Chile,Reserva,84,12.0,14.399999999999999
Chile,Reserva,84,11.0,13.2
Chile,Gran Reserva,84,18.0,21.599999999999998
Chile,,83,10.0,12.0
Chile,,86,12.0,14.399999999999999
Chile,Single Vineyard Block no.5 Quebrada Alta,86,20.0,24.0
Chile,Riscos de Puquillay Alto,85,17.0,20.4
Chile,Special Reserve,85,16.0,19.2
Chile,,85,15.0,18.0
Chile,Reserva de Familia,85,20.0,24.0
Chile,,85,12.0,14.399999999999999
Chile,Reserva,81,10.0,12.0
Chile,Gran Reserva,80,14.0,16.8
Chile,Reserva,87,10.0,12.0
Chile,,87,20.0,24.0
Chile,Reserva,85,10.0,12.0
Chile,,85,11.0,13.2
Chile,Brut,85,12.0,14.399999999999999
Chile,Serie Riberas Gran Reserva Ribera del Maule,85,18.0,21.599999999999998
Chile,Serie Riberas Gran Reserva Ribera del Rapel,85,15.0,18.0
Chile,,85,10.0,12.0
Chile,La Joya Gran Reserva,85,14.0,16.8
Chile,Casillero del Diablo Reserva,85,11.0,13.2
Chile,Claret Block Selection Reserve,90,15.0,18.0
Chile,Alazan,90,30.0,36.0
Chile,,84,7.0,8.4
Chile,Selected Terroir,84,10.0,12.0
Chile,,90,86.0,103.2
Chile,Borobo,92,80.0,96.0
Chile,LFE900 Single Vineyard,93,35.0,42.0
Chile,Gran Reserva Sibaris,88,17.0,20.4
Chile,,86,10.0,12.0
Chile,Legado Reserva,86,15.0,18.0
Chile,Legado Reserva,85,20.0,24.0
Chile,Estate,85,16.0,19.2
Chile,,85,15.0,18.0
Chile,Castillo de Molina Reserva,87,12.0,14.399999999999999
Chile,Barrel Series Reserva,87,19.0,22.8
Chile,,86,19.0,22.8
Chile,Reserve Assemblage Carmenere-Cabernet Sauvignon-Cabernet Franc,86,16.0,19.2
Chile,Reserva,86,14.0,16.8
Chile,,86,18.0,21.599999999999998
Chile,Reserva,86,10.0,12.0
Chile,Reserva,86,9.0,10.799999999999999
Chile,Barrel Select Reserve,86,12.0,14.399999999999999
Chile,,83,10.0,12.0
Chile,Corralillo,89,28.0,33.6
Chile,Single Vineyard,89,18.0,21.599999999999998
Chile,,89,16.0,19.2
Chile,,88,14.0,16.8
Chile,Terroir Selection Gran Reserva,88,21.0,25.2
Chile,Antiguas Reservas,88,17.0,20.4
Chile,Reserva,85,12.0,14.399999999999999
Chile,Estate Reserva,85,12.0,14.399999999999999
Chile,Castillo de Molina Reserva,85,12.0,14.399999999999999
Chile,Albamar,85,11.0,13.2
Chile,Casa,85,12.0,14.399999999999999
Chile,Private,88,30.0,36.0
Chile,Gran Crucero Limited Edition,88,29.0,34.8
Chile,Gê,93,92.0,110.39999999999999
Chile,Reserve,87,11.0,13.2
Chile,Estate,87,10.0,12.0
Chile,Estate,87,10.0,12.0
Chile,Single Vineyard Las Cruces Old Vine,91,43.0,51.6
Chile,,85,11.0,13.2
Chile,Estate Selection,85,11.0,13.2
Chile,Hacienda Araucano,85,11.0,13.2
Chile,Tierra De Chile,85,19.0,22.8
Chile,Los Lingues Gran Reserva,89,22.0,26.4
Chile,Centauri,89,25.0,30.0
Chile,Grey [Glacier] Single Block,89,20.0,24.0
Chile,,85,10.0,12.0
Chile,Gran Reserva,85,20.0,24.0
Chile,Reserva,85,15.0,18.0
Chile,Reserva,85,13.0,15.6
Chile,,85,10.0,12.0
Chile,Reserva,85,14.0,16.8
Chile,Reserva,85,9.0,10.799999999999999
Chile,Botrytis Selection Noble,87,14.0,16.8
Chile,Late Harvest,87,18.0,21.599999999999998
Chile,Gran Reserva,87,11.0,13.2
Chile,Castillo de Molina Reserva,87,12.0,14.399999999999999
Chile,,89,30.0,36.0
Chile,Cima,91,50.0,60.0
Chile,Alazan,91,30.0,36.0
Chile,Reserve,85,12.0,14.399999999999999
Chile,Block Selection Reserve Block N. 13,85,12.0,14.399999999999999
Chile,,85,10.0,12.0
Chile,,85,16.0,19.2
Chile,Reserva,85,12.0,14.399999999999999
Chile,Late Harvest Reserva,85,15.0,18.0
Chile,Reina Ana Gran Reserva,85,15.0,18.0
Chile,,85,18.0,21.599999999999998
Chile,Reserve,85,10.0,12.0
Chile,Edicion Limitada Single Vineyard,92,40.0,48.0
Chile,Viñedo Chadwick,92,400.0,480.0
Chile,Edición Limitada,90,33.0,39.6
Chile,Millantu,90,28.0,33.6
Chile,Reserva de Familia,90,20.0,24.0
Chile,Tributo Single Vineyard,90,20.0,24.0
Chile,Antu,90,19.0,22.8
Chile,Selected Varietal,82,12.0,14.399999999999999
Chile,Reserva,82,13.0,15.6
Chile,Santa Digna Reserve,87,11.0,13.2
Chile,Reserve,87,13.0,15.6
Chile,Hacienda Araucano,87,14.0,16.8
Chile,,87,13.0,15.6
Chile,Reserva Especial,91,23.0,27.599999999999998
Chile,Cuvée Alexandre Las Kuras Vineyard Made with Organic Grapes,91,25.0,30.0
Chile,Lot #62 La Higuera Vineyard,88,39.0,46.8
Chile,Gran Reserva,88,23.0,27.599999999999998
Chile,Reserva,85,15.0,18.0
Chile,Casillero del Diablo Reserva,85,12.0,14.399999999999999
Chile,Olas Del Sur,87,12.0,14.399999999999999
Chile,Aliwen Reserva,87,13.0,15.6
Chile,Classic Collection,87,,
Chile,T.H. Terroir Hunter,87,20.0,24.0
Chile,Tributo Single Vineyard,87,20.0,24.0
Chile,Reserva,80,13.0,15.6
Chile,Reserva,88,15.0,18.0
Chile,Reserva,88,17.0,20.4
Chile,Sibaris Gran Reserva,87,18.0,21.599999999999998
Chile,Coastal Cool Climate,88,15.0,18.0
Chile,Corralillo,88,20.0,24.0
Chile,Cordillera,88,23.0,27.599999999999998
Chile,Sibaris Reserva Especial,88,16.0,19.2
Chile,Sibaris Reserva Especial,88,16.0,19.2
Chile,Single Vineyard,88,18.0,21.599999999999998
Chile,,89,20.0,24.0
Chile,Boya,89,18.0,21.599999999999998
Chile,Single Vineyard,89,19.0,22.8
Chile,,93,86.0,103.2
Chile,Lazuli,90,23.0,27.599999999999998
Chile,Amelia Limited Release,90,35.0,42.0
Chile,Reserve,87,15.0,18.0
Chile,Axel,87,20.0,24.0
Chile,Reserva Especial,86,20.0,24.0
Chile,,86,9.0,10.799999999999999
Chile,Castillo de Molina Reserva,86,12.0,14.399999999999999
Chile,Alpha,92,23.0,27.599999999999998
Chile,Grey Glacier Single Block Trinidad Vineyard,91,24.0,28.799999999999997
Chile,,91,23.0,27.599999999999998
Chile,,92,50.0,60.0
Chile,Orzada,81,20.0,24.0
Chile,El Delirio Reserve Carménère-Merlot,81,11.0,13.2
Chile,Reserva,81,14.0,16.8
Chile,,81,7.0,8.4
Chile,,81,8.0,9.6
Chile,Family Selection,80,14.0,16.8
Chile,Block Selection Reserve Block N. 6,87,12.0,14.399999999999999
Chile,Casa Grand Selection,87,12.0,14.399999999999999
Chile,Corralillo,87,20.0,24.0
Chile,Alpha,87,25.0,30.0
Chile,Selección del Directorio Gran Reserva,87,10.0,12.0
Chile,Tributo Single Vineyard Block #Maitenal,87,16.0,19.2
Chile,Purple Angel,92,85.0,102.0
Chile,Reserva Estate Bottled,87,11.0,13.2
Chile,Gran Reserva,87,15.0,18.0
Chile,Reserva de Familia,87,20.0,24.0
Chile,Aliwen Reserva,87,14.0,16.8
Chile,Estate,87,15.0,18.0
Chile,Gran Reserva de Los Andes Estate Bottled,87,15.0,18.0
Chile,Zardoz,87,25.0,30.0
Chile,,87,12.0,14.399999999999999
Chile,Toro de Piedra Reserva,87,14.0,16.8
Chile,Clava Coastal Reserve,86,12.0,14.399999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,Crucero,86,10.0,12.0
Chile,Estate Bottled Reserve,87,12.0,14.399999999999999
Chile,,87,7.0,8.4
Chile,Reserve,87,14.0,16.8
Chile,,87,8.0,9.6
Chile,Reserve,87,16.0,19.2
Chile,Estate Reserve,87,10.0,12.0
Chile,Marques de Casa Concha,87,14.0,16.8
Chile,Barrel Select,87,12.0,14.399999999999999
Chile,Reserva,87,11.0,13.2
Chile,Gran Reserva,88,19.0,22.8
Chile,Unfiltered,88,26.0,31.2
Chile,Casillero del Diablo Reserva Privada,87,18.0,21.599999999999998
Chile,Sibaris Gran Reserva Viognier-Roussane-Marsanne,87,15.0,18.0
Chile,Nimbus Single Vineyard,87,15.0,18.0
Chile,Alpha  M,88,72.0,86.39999999999999
Chile,Ona,91,15.0,18.0
Chile,Reserva,86,11.0,13.2
Chile,Cuvée Don Reca Limited Release,86,25.0,30.0
Chile,Estate Selection,86,11.0,13.2
Chile,Reserva,86,15.0,18.0
Chile,Block Selection Reserve Block N.6,88,12.0,14.399999999999999
Chile,Tributo Single Vineyard Block # Espino,88,16.0,19.2
Chile,Reserva,88,12.0,14.399999999999999
Chile,Terrunyo Costa Los Boldos Vineyard Block 6,88,39.0,46.8
Chile,El León Single Vineyard,90,30.0,36.0
Chile,Reserva,85,11.0,13.2
Chile,Reina Ana Gran Reserva,85,15.0,18.0
Chile,Reserva,85,12.0,14.399999999999999
Chile,,85,20.0,24.0
Chile,Clos Apalta,93,93.0,111.6
Chile,La Cumbre,93,125.0,150.0
Chile,Casa Grand Selection,87,14.0,16.8
Chile,Estate Reserve,87,14.0,16.8
Chile,Coleccion Limited Edition,87,22.0,26.4
Chile,Reserve,87,10.0,12.0
Chile,Lote D,87,14.0,16.8
Chile,Clásico,84,7.0,8.4
Chile,Single Vineyard Limited Release Reserve,84,10.0,12.0
Chile,Estate Selection,84,13.0,15.6
Chile,,84,13.0,15.6
Chile,Ninquén Mountain Vineyard,91,35.0,42.0
Chile,Reserva,83,10.0,12.0
Chile,,83,12.0,14.399999999999999
Chile,Cuvée,91,20.0,24.0
Chile,Rivalta Limited Selection,91,68.0,81.6
Chile,Quinta Generación,87,28.0,33.6
Chile,Terrunyo Costa Los Boldos Vineyard Block 5,90,25.0,30.0
Chile,Liguai,90,35.0,42.0
Chile,Reserva de Familia,90,24.0,28.799999999999997
Chile,Late Harvest,90,27.0,32.4
Chile,Limited Selection,89,14.0,16.8
Chile,Gran Toqui,89,20.0,24.0
Chile,Single Vineyard Plot: Anís,89,13.0,15.6
Chile,,83,12.0,14.399999999999999
Chile,Culpeo Made with Organic Grapes,83,10.0,12.0
Chile,Gran Reserva Maipo Alto,83,15.0,18.0
Chile,,83,8.0,9.6
Chile,,82,10.0,12.0
Chile,Litú,82,12.0,14.399999999999999
Chile,Puerto Viejo Reserve,82,10.0,12.0
Chile,Unfiltered,82,20.0,24.0
Chile,Selection,82,8.0,9.6
Chile,La Joya Reserve,86,12.0,14.399999999999999
Chile,,86,19.0,22.8
Chile,Reserva,86,10.0,12.0
Chile,Xplorador,86,8.0,9.6
Chile,,86,13.0,15.6
Chile,Crucero,86,10.0,12.0
Chile,Special Release Reserva,86,11.0,13.2
Chile,Reserva,83,10.0,12.0
Chile,Castillo de Molina Reserva,83,12.0,14.399999999999999
Chile,Lahuen,83,,
Chile,Reserva,87,16.0,19.2
Chile,Expresión Reserve,87,,
Chile,Ojos del Salado,87,10.0,12.0
Chile,Estate Made With Organic Grapes,87,15.0,18.0
Chile,,87,10.0,12.0
Chile,Miramar Vineyard,87,50.0,60.0
Chile,Armador Estate Selection,87,13.0,15.6
Chile,Reserva,84,13.0,15.6
Chile,,84,19.0,22.8
Chile,Costa,84,25.0,30.0
Chile,Culpeo Made with Organic Grapes,83,10.0,12.0
Chile,Días de Verano,83,,
Chile,Red One,90,25.0,30.0
Chile,Gê,94,92.0,110.39999999999999
Chile,Culpeo Made with Organic Grapes,85,10.0,12.0
Chile,,93,75.0,90.0
Chile,Block G + I,93,40.0,48.0
Chile,Reserva Maitén Single Vineyard,87,13.0,15.6
Chile,Gran Reserva de Los Andes,88,15.0,18.0
Chile,Herencia,92,90.0,108.0
Chile,Triple C,92,40.0,48.0
Chile,Vigno Old Vines Dry-Farmed,92,30.0,36.0
Chile,,92,23.0,27.599999999999998
Chile,Gran Reserva,87,15.0,18.0
Chile,Selección del Directorio Gran Reserva,86,10.0,12.0
Chile,Family Vintage,86,12.0,14.399999999999999
Chile,Family Vintage,86,17.0,20.4
Chile,,86,12.0,14.399999999999999
Chile,Anderra,86,12.0,14.399999999999999
Chile,Select Terroir,86,10.0,12.0
Chile,Winemaker's Selection,83,16.0,19.2
Chile,Gran Reserva,82,17.0,20.4
Chile,,82,12.0,14.399999999999999
Chile,,82,7.0,8.4
Chile,Selection,82,6.0,7.199999999999999
Chile,Reserva Viognier-Chardonnay,82,16.0,19.2
Chile,Reserve,82,14.0,16.8
Chile,El Alto,90,40.0,48.0
Chile,Gê,90,92.0,110.39999999999999
Chile,Estate Cabernet Sauvignon-Petit Verdot,90,15.0,18.0
Chile,Marea Fumé,90,30.0,36.0
Chile,Natura,87,11.0,13.2
Chile,Gran Reserva de Los Andes,87,15.0,18.0
Chile,Babor,84,8.0,9.6
Chile,,84,12.0,14.399999999999999
Chile,,84,13.0,15.6
Chile,Reserva,87,10.0,12.0
